Date,Hour,Day,Month,DayOfWeek,Season,PM2_5,PM10,NO,NO2,SO2,CO,O3,NH3,Benzene,Toluene,Xylene,Temperature,Humidity,Wind_Speed,Wind_Direction,Pressure,Rainfall,Visibility,AQI
2021-03-29 10:35:14.851485,7,29,3,0,1,42.1,56.6,14.9,30.6,4.1,2.22,18.7,6.3,2.09,4.25,2.97,10.8,51.5,4.5,107.2,1018.8,0.2,8.4,102.8
2021-03-29 14:58:13.069306,8,29,3,0,1,54.1,85.0,36.5,31.4,1.8,1.09,14.6,19.2,2.07,5.34,2.65,13.2,61.2,1.5,48.5,1019.8,0.3,8.6,90.2
2021-03-29 19:21:11.287128,8,29,3,0,1,49.3,73.4,33.6,35.5,0.0,0.94,13.6,18.2,3.4,5.65,3.55,7.7,56.8,2.3,192.1,1017.6,0.7,9.3,82.2
2021-03-29 23:44:09.504950,5,29,3,0,1,40.7,63.2,14.9,30.1,21.4,0.55,30.3,1.6,0.84,2.08,1.08,11.1,46.1,2.3,73.2,1020.7,0.2,9.0,67.8
2021-03-30 04:07:07.722772,1,30,3,1,1,23.1,49.4,5.6,26.4,2.3,0.46,55.0,5.8,1.42,2.57,0.83,16.9,35.4,1.7,333.4,1023.5,1.1,10.9,55.0
2021-03-30 08:30:05.940594,12,30,3,1,1,57.5,81.7,29.1,36.3,17.7,1.66,35.4,17.2,1.87,4.38,1.7,10.6,49.5,4.5,35.0,1019.1,0.0,8.7,95.8
2021-03-30 12:53:04.158415,8,30,3,1,1,54.1,93.2,32.5,34.3,13.9,1.91,9.8,11.4,2.77,7.49,1.87,11.1,57.1,2.9,319.4,1016.5,0.1,8.7,95.5
2021-03-30 17:16:02.376237,8,30,3,1,1,43.2,55.0,12.5,37.6,11.8,1.49,11.7,27.3,2.29,3.6,2.65,6.2,45.7,5.9,344.9,1017.7,0.8,10.7,74.5
2021-03-30 21:39:00.594059,6,30,3,1,1,44.1,67.6,11.5,26.2,16.9,1.06,34.2,23.9,2.0,4.7,2.53,11.4,63.3,3.8,273.1,1021.1,0.6,10.2,73.5
2021-03-31 02:01:58.811881,22,31,3,2,1,35.1,61.4,7.4,28.9,4.2,1.94,19.0,2.3,3.67,9.69,3.27,15.8,28.4,1.8,217.4,1017.7,0.1,10.2,97.0
2021-03-31 06:24:57.029702,14,31,3,2,1,58.2,88.0,55.7,38.2,14.0,3.13,62.3,0.0,14.22,30.98,10.5,14.6,41.7,1.8,32.6,1017.8,0.7,8.6,114.1
2021-03-31 10:47:55.247524,10,31,3,2,1,60.8,78.9,36.5,31.8,9.3,1.04,27.0,38.2,2.01,4.0,1.63,9.4,49.5,3.0,236.0,1016.2,0.7,8.7,102.7
2021-03-31 15:10:53.465346,4,31,3,2,1,39.0,67.4,15.8,25.3,7.6,1.05,59.1,11.7,4.59,12.87,4.89,11.0,45.7,1.7,280.8,1018.4,1.1,9.4,67.4
2021-03-31 19:33:51.683168,19,31,3,2,1,40.6,68.6,12.4,39.5,3.2,1.5,49.2,27.5,5.46,8.94,2.97,19.2,34.8,4.1,231.1,1023.3,1.3,10.1,75.0
2021-03-31 23:56:49.900990,21,31,3,2,1,46.2,58.8,35.5,33.1,3.9,1.07,38.1,18.1,1.64,2.56,1.01,19.7,31.7,3.6,327.5,1018.4,0.2,8.3,77.0
2021-04-01 04:19:48.118811,0,1,4,3,1,41.3,51.4,9.7,19.1,0.0,1.18,49.4,5.0,2.43,5.93,3.6,19.0,49.3,7.3,306.8,1015.7,1.3,10.8,68.8
2021-04-01 08:42:46.336633,22,1,4,3,1,52.0,100.6,17.6,32.8,42.1,2.04,12.1,43.1,0.84,2.33,0.59,21.4,38.8,4.7,25.2,1010.4,0.5,7.4,100.5
2021-04-01 13:05:44.554455,16,1,4,3,1,62.1,111.4,56.4,44.1,4.7,0.74,79.0,2.9,1.88,5.35,1.95,16.6,47.3,3.7,94.2,1018.7,0.3,8.6,107.6
2021-04-01 17:28:42.772277,2,1,4,3,1,26.7,32.2,13.8,26.4,5.9,1.01,63.3,44.5,3.04,7.22,4.24,20.4,49.6,3.3,167.5,1012.2,0.4,11.5,63.3
2021-04-01 21:51:40.990099,18,1,4,3,1,55.2,87.1,34.5,32.0,18.9,1.61,41.2,10.8,1.87,4.42,2.58,18.7,41.5,3.4,247.6,1014.2,0.9,8.7,92.0
2021-04-02 02:14:39.207920,2,2,4,4,1,41.7,56.3,10.4,25.4,0.0,0.84,60.6,49.8,2.41,6.52,1.26,18.6,52.9,2.7,262.7,1015.2,0.3,9.6,69.5
2021-04-02 06:37:37.425742,1,2,4,4,1,32.4,50.7,12.3,25.1,4.7,1.27,65.9,17.5,2.85,8.31,2.12,22.0,44.3,2.2,143.8,1011.6,0.8,8.9,65.9
2021-04-02 11:00:35.643564,2,2,4,4,1,40.6,57.2,24.0,18.4,12.3,0.83,70.2,62.5,2.57,7.15,1.83,19.3,47.6,2.4,170.5,1020.9,0.5,10.3,70.2
2021-04-02 15:23:33.861386,11,2,4,4,1,53.5,74.7,48.5,41.7,10.6,1.19,23.8,31.8,2.52,3.99,3.17,12.5,62.9,1.5,254.6,1011.9,0.1,10.9,89.2
2021-04-02 19:46:32.079207,14,2,4,4,1,66.4,81.2,38.1,35.6,6.1,2.36,52.6,34.2,2.55,6.64,1.36,17.9,49.1,3.0,242.7,1013.2,0.0,8.8,121.3
2021-04-03 00:09:30.297029,9,3,4,5,1,32.0,64.5,14.2,29.7,8.3,0.86,16.4,33.2,2.68,4.77,1.56,12.6,57.8,5.4,221.2,1009.0,1.0,8.8,64.5
2021-04-03 04:32:28.514851,2,3,4,5,1,21.8,34.3,8.8,25.8,26.2,0.7,56.3,16.7,2.43,4.82,2.19,14.4,52.0,4.4,74.0,1014.5,0.5,11.5,56.3
2021-04-03 08:55:26.732673,4,3,4,5,1,30.0,31.4,15.2,21.2,13.1,0.7,36.1,30.2,1.58,2.84,1.96,10.0,54.5,2.3,44.3,1012.5,1.5,11.3,50.0
2021-04-03 13:18:24.950495,20,3,4,5,1,36.5,43.6,31.2,27.0,1.1,2.6,47.1,13.9,1.25,3.68,1.69,22.4,37.5,5.8,191.9,1011.3,0.2,9.6,107.5
2021-04-03 17:41:23.168316,23,3,4,5,1,25.5,35.6,6.4,16.9,8.1,1.1,7.6,68.6,2.25,4.18,1.32,20.9,43.5,4.0,130.7,1014.5,0.4,10.9,55.0
2021-04-03 22:04:21.386138,18,3,4,5,1,42.7,57.9,30.0,32.9,2.8,0.87,55.9,8.0,1.61,3.17,2.1,20.3,47.2,1.3,242.6,1016.5,0.6,7.4,71.2
2021-04-04 02:27:19.603960,2,4,4,6,1,30.8,20.6,16.1,18.8,9.8,1.02,40.2,3.9,4.54,12.15,2.29,17.6,47.4,4.8,203.6,1009.6,0.0,9.0,51.3
2021-04-04 06:50:17.821782,19,4,4,6,1,40.6,53.5,21.2,20.8,7.5,0.91,59.3,13.3,0.96,1.63,1.28,21.3,39.1,2.4,94.7,1011.4,0.5,8.8,67.7
2021-04-04 11:13:16.039603,16,4,4,6,1,51.7,62.7,33.7,29.0,16.5,1.86,57.4,1.1,1.73,4.79,1.14,21.5,46.6,4.2,342.5,1010.2,0.4,8.8,93.0
2021-04-04 15:36:14.257425,12,4,4,6,1,56.5,81.5,54.7,39.2,9.5,0.97,38.4,17.5,3.18,5.96,2.94,8.5,57.8,2.5,127.2,1008.8,1.0,7.8,94.2
2021-04-04 19:59:12.475247,3,4,4,6,1,28.6,75.1,8.5,23.3,0.0,0.51,55.9,0.0,1.12,1.89,0.71,20.1,53.5,3.6,271.6,1019.6,0.4,10.4,75.1
2021-04-05 00:22:10.693069,23,5,4,0,1,43.2,85.7,27.6,25.7,8.7,1.38,23.6,6.2,1.53,2.91,1.07,18.8,43.0,5.0,235.5,1015.2,0.1,8.5,85.7
2021-04-05 04:45:08.910891,10,5,4,0,1,50.3,48.9,24.9,42.7,8.1,1.18,25.9,23.4,1.86,4.0,2.29,10.5,59.7,4.0,276.0,1007.5,0.1,9.4,83.8
2021-04-05 09:08:07.128712,1,5,4,0,1,44.0,76.1,20.7,23.1,21.8,1.55,52.5,44.0,5.41,11.28,7.38,21.0,44.6,1.7,85.3,1014.3,0.4,8.8,77.5
2021-04-05 13:31:05.346534,5,5,4,0,1,46.3,80.1,21.5,22.6,58.5,0.43,30.3,7.7,1.78,4.64,2.18,10.9,58.0,4.3,282.8,1007.8,0.2,9.1,80.1
2021-04-05 17:54:03.564356,9,5,4,0,1,46.1,84.5,14.7,46.2,4.1,1.79,11.8,9.1,2.78,5.61,1.4,13.6,57.9,3.0,244.9,1009.8,0.1,9.6,89.5
2021-04-05 22:17:01.782178,1,5,4,0,1,31.1,66.9,10.3,18.1,3.8,0.77,48.4,14.8,2.02,4.52,1.29,20.8,49.6,2.6,43.5,1013.4,0.2,9.6,66.9
2021-04-06 02:40:00.000000,7,6,4,1,1,51.5,96.7,25.8,31.7,13.8,1.63,25.0,12.8,1.79,5.17,1.27,13.1,64.8,3.8,171.1,1015.2,0.6,7.2,96.7
2021-04-06 07:02:58.217821,11,6,4,1,1,60.4,122.6,37.8,35.4,1.5,1.35,19.0,7.9,4.3,8.01,2.58,15.2,52.6,5.8,4.0,1015.5,0.5,8.8,115.1
2021-04-06 11:25:56.435643,22,6,4,1,1,42.4,56.3,18.5,26.6,8.6,1.43,23.7,19.4,1.29,3.7,0.83,22.4,43.7,1.9,5.7,1014.4,0.1,9.8,71.5
2021-04-06 15:48:54.653465,2,6,4,1,1,25.9,55.8,12.0,28.0,3.8,0.83,56.5,4.1,2.29,6.76,3.42,17.6,51.6,5.3,18.1,1014.7,0.5,8.0,56.5
2021-04-06 20:11:52.871287,13,6,4,1,1,55.5,92.2,53.2,42.0,11.3,1.77,51.1,38.4,2.42,6.48,3.03,12.6,51.5,6.3,166.1,1014.5,0.7,8.8,92.5
2021-04-07 00:34:51.089108,21,7,4,2,1,34.2,66.5,12.3,28.4,0.0,2.06,9.3,0.0,4.2,11.18,4.97,22.0,41.6,3.2,105.0,1015.8,0.4,9.9,100.8
2021-04-07 04:57:49.306930,19,7,4,2,1,52.9,81.7,37.2,32.0,5.4,1.45,41.0,7.0,2.0,3.19,2.26,19.9,44.6,2.4,64.1,1012.2,0.7,9.3,88.2
2021-04-07 09:20:47.524752,22,7,4,2,1,46.2,70.3,8.9,29.8,14.4,0.87,34.1,12.1,1.08,2.43,1.39,21.9,43.6,4.9,346.1,1010.7,0.1,7.6,77.0
2021-04-07 13:43:45.742574,4,7,4,2,1,27.6,60.3,12.7,20.6,28.2,0.67,45.8,19.8,1.18,2.36,0.73,13.3,47.3,4.6,230.1,1014.3,0.2,8.6,60.3
2021-04-07 18:06:43.960396,19,7,4,2,1,46.1,87.9,22.7,35.3,6.9,1.73,48.1,10.0,1.37,2.88,1.92,24.4,28.6,4.2,9.0,1018.1,2.9,10.2,87.9
2021-04-07 22:29:42.178217,23,7,4,2,1,35.6,42.3,30.7,25.0,0.6,1.63,16.3,35.5,3.41,5.8,4.32,18.1,38.3,4.2,157.1,1011.8,0.2,9.3,81.5
2021-04-08 02:52:40.396039,7,8,4,3,1,48.3,96.3,31.4,26.3,4.4,1.59,19.6,34.7,1.82,3.01,1.38,12.3,67.9,5.6,211.9,1013.1,0.0,9.7,96.3
2021-04-08 07:15:38.613861,11,8,4,3,1,59.1,92.7,37.1,30.8,2.0,3.21,36.1,27.7,2.96,5.35,2.8,12.8,63.7,2.6,199.5,1015.5,0.1,9.2,115.1
2021-04-08 11:38:36.831683,12,8,4,3,1,48.7,98.4,47.7,40.9,5.6,1.87,36.3,48.8,5.24,14.69,3.2,16.7,56.6,2.4,259.9,1016.1,0.1,9.6,98.4
2021-04-08 16:01:35.049504,11,8,4,3,1,48.9,60.9,34.5,37.0,0.0,1.28,37.4,24.0,3.23,7.08,3.47,12.8,50.9,4.1,15.6,1016.5,0.2,9.8,81.5
2021-04-08 20:24:33.267326,6,8,4,3,1,38.7,61.8,31.2,28.4,28.8,1.93,35.3,10.5,3.42,6.37,3.55,10.3,62.7,2.6,113.7,1012.2,0.1,9.6,96.5
2021-04-09 00:47:31.485148,23,9,4,4,1,32.3,60.3,5.0,17.3,5.3,0.61,18.1,38.3,2.58,4.47,3.14,17.7,38.4,4.2,68.9,1016.5,0.4,10.9,60.3
2021-04-09 05:10:29.702970,22,9,4,4,1,41.2,61.4,20.3,25.6,15.9,0.81,31.5,22.0,1.38,2.18,2.06,19.8,34.8,5.4,346.8,1016.7,0.2,8.3,68.7
2021-04-09 09:33:27.920792,9,9,4,4,1,54.1,55.7,35.9,39.2,12.7,1.47,16.3,11.1,6.17,15.44,4.48,9.7,59.8,3.4,225.5,1011.0,1.5,9.2,90.2
2021-04-09 13:56:26.138613,19,9,4,4,1,49.8,80.2,27.2,26.3,26.7,0.94,44.1,86.7,1.61,4.41,1.72,22.6,40.6,5.0,122.6,1011.2,0.3,8.2,83.0
2021-04-09 18:19:24.356435,9,9,4,4,1,61.3,90.0,47.9,44.5,13.6,1.76,27.4,34.1,3.53,7.46,2.14,10.5,61.6,3.1,329.2,1019.1,0.9,9.3,104.3
2021-04-09 22:42:22.574257,19,9,4,4,1,50.9,86.6,35.2,36.7,17.7,1.2,67.1,5.6,3.6,7.91,3.68,18.4,40.8,3.7,289.3,1016.9,0.5,9.0,86.6
2021-04-10 03:05:20.792079,14,10,4,5,1,60.4,101.0,50.4,35.0,2.6,2.62,52.0,13.7,1.15,2.77,1.07,16.4,51.1,3.1,249.2,1010.9,1.4,7.9,107.8
2021-04-10 07:28:19.009900,11,10,4,5,1,53.2,91.6,38.9,33.8,21.4,1.94,56.1,28.8,1.06,2.15,0.9,9.0,55.2,5.1,226.2,1012.0,0.3,9.4,97.0
2021-04-10 11:51:17.227722,3,10,4,5,1,28.0,55.2,13.4,17.0,5.6,2.0,42.2,52.8,2.93,6.59,4.34,17.5,53.1,4.9,96.0,1010.0,0.2,10.0,100.0
2021-04-10 16:14:15.445544,15,10,4,5,1,54.4,73.9,48.3,42.9,20.1,0.84,69.1,17.6,1.35,2.92,1.44,16.6,50.1,3.4,187.8,1008.1,0.1,9.1,90.7
2021-04-10 20:37:13.663366,7,10,4,5,1,34.8,65.6,27.8,26.0,1.8,1.47,31.9,20.6,4.5,8.11,4.04,14.7,65.0,4.5,302.0,1010.7,0.9,7.6,73.5
2021-04-11 01:00:11.881188,5,11,4,6,1,37.7,76.5,22.8,21.9,50.7,1.1,44.9,54.3,1.67,3.84,1.2,14.6,58.3,5.1,57.9,1013.8,0.5,10.4,76.5
2021-04-11 05:23:10.099009,4,11,4,6,1,29.1,49.7,18.4,23.4,23.0,1.03,36.3,22.8,3.95,8.57,4.24,13.6,53.1,2.1,248.8,1016.9,0.7,8.8,51.5
2021-04-11 09:46:08.316831,23,11,4,6,1,42.0,58.8,24.5,22.9,9.2,0.88,26.7,1.5,3.84,10.63,3.74,21.9,44.5,2.6,154.8,1005.2,0.2,9.8,70.0
2021-04-11 14:09:06.534653,2,11,4,6,1,23.4,26.9,5.5,17.3,29.0,1.05,56.0,23.2,2.58,5.0,2.45,13.2,55.7,6.9,158.5,1012.1,0.1,7.6,56.0
2021-04-11 18:32:04.752475,19,11,4,6,1,40.2,70.8,31.2,29.5,1.7,0.65,46.2,14.2,2.15,5.48,3.17,20.7,45.5,2.2,338.3,1013.6,0.2,8.2,70.8
2021-04-11 22:55:02.970297,20,11,4,6,1,41.9,51.7,41.4,29.8,0.0,0.59,39.3,53.4,2.88,5.6,3.46,21.2,36.0,3.2,154.5,1013.7,0.3,9.9,69.8
2021-04-12 03:18:01.188118,0,12,4,0,1,33.5,62.9,8.1,24.1,17.0,0.7,46.3,46.1,2.05,4.65,2.64,17.8,50.5,1.7,296.7,1015.4,3.5,8.5,62.9
2021-04-12 07:40:59.405940,14,12,4,0,1,70.9,129.6,42.1,33.6,0.0,0.77,53.4,14.5,1.94,4.85,1.6,14.3,50.0,4.3,256.7,1015.5,0.3,7.9,136.3
2021-04-12 12:03:57.623762,13,12,4,0,1,63.3,104.6,29.8,50.3,4.4,1.98,43.6,5.4,1.19,3.36,1.18,15.3,50.7,3.0,15.8,1009.5,0.0,8.7,111.0
2021-04-12 16:26:55.841584,8,12,4,0,1,44.4,84.0,33.6,33.1,38.0,0.88,17.7,18.6,3.41,6.64,4.63,12.9,57.6,4.9,163.5,1017.4,1.1,8.4,84.0
2021-04-12 20:49:54.059405,16,12,4,0,1,55.9,101.7,41.9,38.3,3.1,1.61,47.9,10.5,1.81,4.44,2.04,19.0,39.8,3.3,25.9,1017.1,1.9,10.2,101.1
2021-04-13 01:12:52.277227,9,13,4,1,1,53.3,77.7,34.2,38.2,1.7,1.59,18.5,25.7,3.0,5.33,2.29,11.7,63.4,2.9,249.4,1013.6,0.1,9.3,88.8
2021-04-13 05:35:50.495049,10,13,4,1,1,51.6,59.0,39.3,34.4,7.5,1.41,28.7,71.4,2.87,5.25,1.67,10.9,62.0,5.5,80.3,1010.9,1.6,9.9,86.0
2021-04-13 09:58:48.712871,10,13,4,1,1,49.3,63.3,23.9,28.7,26.3,1.96,16.9,15.0,1.12,2.39,1.63,12.1,56.5,4.9,267.4,1006.7,0.5,8.3,98.0
2021-04-13 14:21:46.930693,19,13,4,1,1,52.4,81.6,14.8,34.8,9.9,1.17,50.9,62.5,2.72,6.7,2.35,18.6,38.8,3.6,148.9,1013.8,1.1,9.1,87.3
2021-04-13 18:44:45.148514,15,13,4,1,1,65.6,124.6,40.4,45.8,8.0,1.64,59.6,0.0,3.16,5.51,3.57,16.4,51.9,1.7,71.1,1010.2,0.8,9.5,118.7
2021-04-13 23:07:43.366336,9,13,4,1,1,60.1,110.8,20.8,33.4,14.9,1.15,18.1,0.0,2.26,6.72,1.95,8.5,56.6,5.4,232.7,1011.5,1.2,9.2,107.2
2021-04-14 03:30:41.584158,22,14,4,2,1,43.2,48.2,29.5,26.5,27.3,1.61,31.7,13.0,2.76,7.98,1.81,20.6,49.5,3.0,79.7,1011.9,1.5,8.3,80.5
2021-04-14 07:53:39.801980,19,14,4,2,1,52.0,55.3,41.5,33.8,3.9,0.82,57.4,18.3,2.66,5.12,1.47,23.2,44.9,5.2,129.6,1010.8,0.4,9.4,86.7
2021-04-14 12:16:38.019801,22,14,4,2,1,34.2,42.7,15.5,27.0,4.5,1.29,21.4,23.8,5.25,11.29,3.08,19.6,43.8,3.7,246.8,1010.8,0.1,10.3,64.5
2021-04-14 16:39:36.237623,17,14,4,2,1,52.5,75.1,40.6,40.0,15.0,2.92,51.5,78.6,2.33,4.07,2.65,18.1,40.8,2.5,286.7,1008.1,0.1,9.6,111.5
2021-04-14 21:02:34.455445,9,14,4,2,1,49.1,91.4,24.1,38.9,10.6,1.7,27.8,0.0,3.68,6.29,3.0,11.0,51.5,3.4,1.0,1014.9,2.4,8.2,91.4
2021-04-15 01:25:32.673267,18,15,4,3,1,43.1,56.1,31.5,41.2,0.9,1.18,48.2,2.7,1.07,2.85,1.47,20.6,46.2,1.8,136.9,1011.8,0.4,9.6,71.8
2021-04-15 05:48:30.891089,7,15,4,3,1,40.0,56.8,26.7,38.8,6.7,1.38,9.5,38.2,1.94,3.22,2.11,10.9,64.5,2.6,75.7,1012.5,3.9,9.2,69.0
2021-04-15 10:11:29.108910,6,15,4,3,1,46.0,81.6,17.2,34.6,10.8,0.85,32.9,0.0,2.99,5.52,2.65,10.6,66.5,1.9,267.2,1018.0,0.9,9.7,81.6
2021-04-15 14:34:27.326732,10,15,4,3,1,57.1,76.8,30.2,32.4,14.4,2.32,20.6,42.7,1.98,3.44,2.88,8.8,55.5,2.2,238.6,1009.4,0.5,6.7,104.0
2021-04-15 18:57:25.544554,23,15,4,3,1,35.0,56.3,15.7,24.6,11.7,1.23,26.7,4.5,2.91,4.95,3.4,19.9,35.8,4.7,302.5,1011.5,0.6,10.7,61.5
2021-04-15 23:20:23.762376,13,15,4,3,1,58.1,114.9,22.2,46.1,13.5,1.8,34.4,2.5,2.94,8.07,3.78,17.3,55.8,2.3,247.4,1014.2,0.5,7.1,109.9
2021-04-16 03:43:21.980198,9,16,4,4,1,57.8,97.4,26.4,25.5,0.0,2.47,23.9,13.8,2.87,6.61,2.31,10.8,69.6,2.2,270.6,1014.7,0.2,9.4,105.9
2021-04-16 08:06:20.198019,11,16,4,4,1,54.6,81.0,34.6,41.0,10.6,1.63,32.4,8.7,1.44,3.29,1.67,11.3,58.9,1.9,145.8,1011.7,1.3,7.6,91.0
2021-04-16 12:29:18.415841,6,16,4,4,1,41.9,53.0,21.6,23.9,37.5,0.62,34.0,16.1,2.81,8.24,1.51,11.7,61.7,2.1,30.2,1013.2,0.0,8.2,69.8
2021-04-16 16:52:16.633663,15,16,4,4,1,64.8,119.8,54.7,41.3,2.3,1.72,41.1,0.0,1.58,2.91,1.05,16.2,44.6,5.0,88.6,1005.6,0.3,10.0,116.0
2021-04-16 21:15:14.851485,8,16,4,4,1,46.4,50.0,25.2,32.3,23.7,1.17,7.0,72.7,1.86,4.48,1.88,12.1,55.5,3.4,144.3,1009.6,1.3,11.0,77.3
2021-04-17 01:38:13.069306,13,17,4,5,1,54.2,106.1,37.3,26.1,19.3,1.66,59.9,0.0,5.33,8.11,3.85,13.7,55.0,6.3,325.0,1014.6,0.3,8.4,104.1
2021-04-17 06:01:11.287128,8,17,4,5,1,42.0,70.3,18.6,37.3,13.9,1.59,19.0,25.8,3.5,10.11,3.52,15.6,56.2,2.4,332.7,1011.6,0.0,9.3,79.5
2021-04-17 10:24:09.504950,7,17,4,5,1,40.8,60.4,20.4,23.3,9.0,1.59,10.0,4.2,2.31,4.53,1.66,11.8,53.5,2.0,178.2,1012.4,0.8,9.8,79.5
2021-04-17 14:47:07.722772,23,17,4,5,1,33.3,63.9,18.6,26.2,7.0,0.67,25.6,47.1,2.17,4.54,2.17,17.3,50.8,3.6,83.4,1014.0,0.7,10.0,63.9
2021-04-17 19:10:05.940594,8,17,4,5,1,49.8,85.6,19.0,20.8,12.4,1.31,14.9,6.0,3.41,9.62,4.04,12.0,57.5,4.6,184.1,1014.6,0.2,10.2,85.6
2021-04-17 23:33:04.158415,1,17,4,5,1,30.3,47.3,25.6,17.6,4.2,0.86,51.4,4.0,4.05,9.24,2.38,15.2,46.0,3.4,211.1,1010.6,0.2,8.5,51.4
2021-04-18 03:56:02.376237,9,18,4,6,1,35.9,66.0,14.6,33.0,12.5,1.53,38.1,5.8,2.78,8.04,3.35,10.8,48.7,2.2,261.6,1012.0,0.1,9.2,76.5
2021-04-18 08:19:00.594059,12,18,4,6,1,55.6,93.8,33.1,33.2,16.1,1.94,35.4,35.0,3.97,9.77,5.31,11.4,55.7,6.7,329.4,1010.2,0.3,8.7,97.0
2021-04-18 12:41:58.811881,2,18,4,6,1,29.6,65.5,15.5,21.4,8.7,0.89,34.2,52.4,2.2,4.26,3.06,13.0,45.4,5.0,328.6,1013.5,0.0,7.9,65.5
2021-04-18 17:04:57.029702,7,18,4,6,1,36.6,51.3,16.6,27.6,7.2,0.74,18.1,25.3,2.95,7.75,2.18,14.5,64.8,2.3,222.6,1008.4,0.3,9.3,61.0
2021-04-18 21:27:55.247524,3,18,4,6,1,29.5,53.1,15.0,17.0,9.2,0.89,39.6,4.3,1.67,2.61,1.31,13.6,51.7,2.4,40.7,1014.6,0.1,9.3,53.1
2021-04-19 01:50:53.465346,12,19,4,0,1,51.8,90.8,34.2,47.9,2.4,2.62,16.2,18.8,2.28,6.69,1.26,12.4,55.5,5.1,118.9,1011.3,0.2,9.8,107.8
2021-04-19 06:13:51.683168,17,19,4,0,1,45.5,75.6,44.4,42.4,3.2,1.01,65.0,17.0,0.96,2.81,1.39,17.8,34.2,4.1,329.2,1013.0,0.8,8.9,75.8
2021-04-19 10:36:49.900990,23,19,4,0,1,46.4,60.4,30.4,19.9,0.0,1.77,34.0,17.2,1.62,4.61,2.3,19.0,43.7,3.5,244.0,1012.9,0.2,10.3,88.5
2021-04-19 14:59:48.118811,9,19,4,0,1,42.7,42.8,12.0,35.2,19.8,0.72,24.9,51.0,1.71,4.77,2.3,12.1,64.3,3.6,161.8,1016.1,0.8,9.5,71.2
2021-04-19 19:22:46.336633,20,19,4,0,1,51.5,88.0,18.7,35.3,3.0,1.41,38.1,26.6,2.13,4.71,2.51,19.3,45.6,3.1,121.4,1014.7,0.2,9.8,88.0
2021-04-19 23:45:44.554455,5,19,4,0,1,31.6,78.6,11.7,25.0,29.8,0.8,27.7,38.8,1.83,3.31,1.58,11.4,66.0,4.5,132.6,1011.7,0.1,10.7,78.6
2021-04-20 04:08:42.772277,18,20,4,1,1,49.6,60.2,21.6,37.3,8.9,1.49,52.0,4.4,0.85,1.51,0.96,20.0,44.2,2.5,330.3,1013.5,0.3,6.7,82.7
2021-04-20 08:31:40.990099,13,20,4,1,1,65.7,86.6,53.5,44.5,26.7,2.25,56.1,0.0,3.94,7.13,4.43,11.1,55.0,2.9,195.1,1009.9,0.8,9.6,119.0
2021-04-20 12:54:39.207920,18,20,4,1,1,46.4,81.1,27.9,28.0,18.9,2.18,33.0,20.5,2.31,6.45,2.76,22.2,46.2,2.7,67.3,1009.0,0.8,10.0,102.2
2021-04-20 17:17:37.425742,18,20,4,1,1,56.8,94.0,33.6,35.9,3.7,2.5,53.7,7.2,3.01,5.75,3.95,22.4,37.4,1.5,73.7,1017.5,1.1,10.5,106.2
2021-04-20 21:40:35.643564,12,20,4,1,1,61.4,82.8,36.6,38.3,10.8,0.88,50.3,18.5,3.0,5.94,2.41,13.4,57.3,1.8,110.3,1011.2,0.4,6.4,104.7
2021-04-21 02:03:33.861386,6,21,4,2,1,40.7,59.2,28.3,30.4,16.0,0.78,12.3,0.0,1.45,2.2,0.98,13.4,60.2,4.9,140.6,1012.8,0.2,10.3,67.8
2021-04-21 06:26:32.079207,12,21,4,2,1,60.0,103.0,42.3,37.1,27.3,1.3,49.0,33.6,1.94,3.41,1.83,16.1,60.1,2.1,268.3,1013.2,0.9,7.5,102.0
2021-04-21 10:49:30.297029,19,21,4,2,1,45.2,55.4,22.5,44.7,5.7,1.04,63.6,2.0,2.52,7.11,1.49,17.9,42.7,6.4,86.8,1017.1,0.2,9.7,75.3
2021-04-21 15:12:28.514851,23,21,4,2,1,44.5,80.9,22.2,23.1,5.4,1.21,15.5,12.9,2.77,7.16,2.19,13.1,38.5,6.0,266.6,1018.0,1.1,10.6,80.9
2021-04-21 19:35:26.732673,22,21,4,2,1,45.9,89.3,15.8,22.7,11.3,1.52,12.1,0.0,3.87,10.34,5.37,21.4,40.5,4.8,32.7,1012.5,0.1,7.8,89.3
2021-04-21 23:58:24.950495,4,21,4,2,1,30.0,54.8,15.8,28.2,7.8,0.46,33.6,7.6,4.2,9.74,4.37,12.8,47.1,4.9,249.6,1011.4,0.5,9.5,54.8
2021-04-22 04:21:23.168316,14,22,4,3,1,52.9,87.5,35.2,45.5,6.3,1.09,57.5,0.0,4.7,8.09,5.09,14.6,49.5,4.3,351.1,1009.2,0.0,9.7,88.2
2021-04-22 08:44:21.386138,2,22,4,3,1,28.8,40.6,18.0,23.8,5.5,0.85,78.8,31.1,2.09,3.16,2.36,18.1,47.1,3.6,234.4,1010.6,1.1,11.5,78.8
2021-04-22 13:07:19.603960,16,22,4,3,1,58.9,117.4,50.6,39.0,1.5,1.63,52.1,5.2,0.95,2.11,1.06,21.3,48.5,3.6,31.3,1013.2,0.4,8.4,111.6
2021-04-22 17:30:17.821782,23,22,4,3,1,39.8,69.1,11.9,24.0,22.4,1.93,14.1,14.5,3.51,7.77,3.19,22.4,57.3,3.1,248.0,1009.2,0.2,8.8,96.5
